concept,component,selection_count
bas,bos_attention_proportion_per_head_layer_14_head_2,300
bas,bos_attention_proportion_per_head_layer_14_head_20,300
bas,bos_attention_proportion_per_head_layer_14_head_21,300
bas,bos_attention_proportion_per_head_layer_14_head_22,300
bas,bos_attention_proportion_per_head_layer_14_head_23,300
bas,bos_attention_proportion_per_head_layer_14_head_24,300
bas,bos_attention_proportion_per_head_layer_14_head_25,300
bas,bos_attention_proportion_per_head_layer_14_head_26,300
bas,bos_attention_proportion_per_head_layer_14_head_27,300
bas,bos_attention_proportion_per_head_layer_14_head_28,300
bas,bos_attention_proportion_per_head_layer_14_head_29,300
bas,bos_attention_proportion_per_head_layer_14_head_3,300
bas,bos_attention_proportion_per_head_layer_14_head_30,300
bas,bos_attention_proportion_per_head_layer_14_head_31,300
bas,bos_attention_proportion_per_head_layer_14_head_4,300
bas,bos_attention_proportion_per_head_layer_14_head_5,300
bas,bos_attention_proportion_per_head_layer_14_head_6,300
bas,bos_attention_proportion_per_head_layer_14_head_7,300
bas,bos_attention_proportion_per_head_layer_14_head_8,300
bas,bos_attention_proportion_per_head_layer_14_head_9,300
bas,bos_attention_proportion_per_head_layer_15_head_0,300
bas,bos_attention_proportion_per_head_layer_15_head_1,300
bas,bos_attention_proportion_per_head_layer_15_head_10,300
bas,bos_attention_proportion_per_head_layer_15_head_11,300
bas,bos_attention_proportion_per_head_layer_15_head_12,300
bas,bos_attention_proportion_per_head_layer_15_head_13,300
bas,bos_attention_proportion_per_head_layer_15_head_14,300
bas,bos_attention_proportion_per_head_layer_15_head_15,300
bas,bos_attention_proportion_per_head_layer_15_head_16,300
bas,bos_attention_proportion_per_head_layer_15_head_17,300
bas,bos_attention_proportion_per_head_layer_15_head_18,300
bas,bos_attention_proportion_per_head_layer_15_head_19,300
bas,bos_attention_proportion_per_head_layer_15_head_2,300
bas,bos_attention_proportion_per_head_layer_15_head_20,300
bas,bos_attention_proportion_per_head_layer_15_head_21,300
bas,bos_attention_proportion_per_head_layer_15_head_22,300
bas,bos_attention_proportion_per_head_layer_15_head_23,300
bas,bos_attention_proportion_per_head_layer_15_head_24,300
bas,bos_attention_proportion_per_head_layer_15_head_25,300
bas,bos_attention_proportion_per_head_layer_15_head_26,300
bas,bos_attention_proportion_per_head_layer_15_head_27,300
bas,bos_attention_proportion_per_head_layer_15_head_28,300
bas,bos_attention_proportion_per_head_layer_15_head_29,300
bas,bos_attention_proportion_per_head_layer_15_head_3,300
bas,bos_attention_proportion_per_head_layer_15_head_30,300
bas,bos_attention_proportion_per_head_layer_15_head_31,300
bas,bos_attention_proportion_per_head_layer_15_head_4,300
bas,bos_attention_proportion_per_head_layer_15_head_5,300
bas,bos_attention_proportion_per_head_layer_15_head_6,300
bas,bos_attention_proportion_per_head_layer_15_head_7,300
bas,bos_attention_proportion_per_head_layer_15_head_8,300
bas,bos_attention_proportion_per_head_layer_15_head_9,300
bas,bos_attention_proportion_per_head_layer_16_head_0,300
bas,bos_attention_proportion_per_head_layer_16_head_1,300
bas,bos_attention_proportion_per_head_layer_16_head_10,300
bas,bos_attention_proportion_per_head_layer_16_head_11,300
bas,bos_attention_proportion_per_head_layer_16_head_12,300
bas,bos_attention_proportion_per_head_layer_16_head_13,300
bas,bos_attention_proportion_per_head_layer_16_head_14,300
bas,bos_attention_proportion_per_head_layer_16_head_15,300
bas,bos_attention_proportion_per_head_layer_16_head_16,300
bas,bos_attention_proportion_per_head_layer_16_head_17,300
bas,bos_attention_proportion_per_head_layer_16_head_18,300
bas,bos_attention_proportion_per_head_layer_16_head_19,300
bas,bos_attention_proportion_per_head_layer_16_head_2,300
bas,bos_attention_proportion_per_head_layer_16_head_20,300
bas,bos_attention_proportion_per_head_layer_16_head_21,300
bas,bos_attention_proportion_per_head_layer_16_head_22,300
bas,bos_attention_proportion_per_head_layer_16_head_23,300
bas,bos_attention_proportion_per_head_layer_16_head_24,300
bas,bos_attention_proportion_per_head_layer_16_head_25,300
bas,bos_attention_proportion_per_head_layer_16_head_26,300
bas,bos_attention_proportion_per_head_layer_16_head_27,300
bas,bos_attention_proportion_per_head_layer_16_head_28,300
bas,bos_attention_proportion_per_head_layer_16_head_29,300
bas,bos_attention_proportion_per_head_layer_16_head_3,300
bas,bos_attention_proportion_per_head_layer_16_head_30,300
bas,bos_attention_proportion_per_head_layer_16_head_31,300
bas,bos_attention_proportion_per_head_layer_16_head_4,300
bas,bos_attention_proportion_per_head_layer_16_head_5,300
bas,bos_attention_proportion_per_head_layer_16_head_6,300
bas,bos_attention_proportion_per_head_layer_16_head_7,300
bas,bos_attention_proportion_per_head_layer_16_head_8,300
bas,bos_attention_proportion_per_head_layer_16_head_9,300
bas,bos_attention_proportion_per_head_layer_17_head_0,300
bas,bos_attention_proportion_per_head_layer_17_head_1,300
bas,bos_attention_proportion_per_head_layer_17_head_10,300
bas,bos_attention_proportion_per_head_layer_17_head_11,300
bas,bos_attention_proportion_per_head_layer_17_head_12,300
bas,bos_attention_proportion_per_head_layer_17_head_13,300
bas,bos_attention_proportion_per_head_layer_17_head_14,300
bas,bos_attention_proportion_per_head_layer_17_head_15,300
bas,bos_attention_proportion_per_head_layer_17_head_16,300
bas,bos_attention_proportion_per_head_layer_17_head_17,300
bas,bos_attention_proportion_per_head_layer_17_head_18,300
bas,bos_attention_proportion_per_head_layer_17_head_19,300
bas,bos_attention_proportion_per_head_layer_17_head_2,300
bas,bos_attention_proportion_per_head_layer_17_head_20,300
bas,bos_attention_proportion_per_head_layer_17_head_21,300
bas,bos_attention_proportion_per_head_layer_17_head_22,300
bas,bos_attention_proportion_per_head_layer_17_head_23,300
bas,bos_attention_proportion_per_head_layer_17_head_24,300
bas,bos_attention_proportion_per_head_layer_17_head_25,300
bas,bos_attention_proportion_per_head_layer_17_head_26,300
bas,bos_attention_proportion_per_head_layer_17_head_27,300
bas,bos_attention_proportion_per_head_layer_17_head_28,300
bas,bos_attention_proportion_per_head_layer_17_head_29,300
bas,bos_attention_proportion_per_head_layer_17_head_3,300
bas,bos_attention_proportion_per_head_layer_17_head_30,300
bas,bos_attention_proportion_per_head_layer_17_head_31,300
bas,bos_attention_proportion_per_head_layer_17_head_4,300
bas,bos_attention_proportion_per_head_layer_17_head_5,300
bas,bos_attention_proportion_per_head_layer_17_head_6,300
bas,bos_attention_proportion_per_head_layer_17_head_7,300
bas,bos_attention_proportion_per_head_layer_17_head_8,300
bas,bos_attention_proportion_per_head_layer_17_head_9,300
bas,bos_attention_proportion_per_head_layer_18_head_0,300
bas,bos_attention_proportion_per_head_layer_18_head_1,300
bas,bos_attention_proportion_per_head_layer_18_head_10,300
bas,bos_attention_proportion_per_head_layer_18_head_11,300
bas,bos_attention_proportion_per_head_layer_18_head_12,300
bas,bos_attention_proportion_per_head_layer_18_head_13,300
bas,bos_attention_proportion_per_head_layer_18_head_14,300
bas,bos_attention_proportion_per_head_layer_18_head_15,300
bas,bos_attention_proportion_per_head_layer_18_head_16,300
bas,bos_attention_proportion_per_head_layer_18_head_17,300
bas,bos_attention_proportion_per_head_layer_18_head_18,300
bas,bos_attention_proportion_per_head_layer_18_head_19,300
bas,bos_attention_proportion_per_head_layer_18_head_2,300
bas,bos_attention_proportion_per_head_layer_18_head_20,300
bas,bos_attention_proportion_per_head_layer_18_head_21,300
bas,bos_attention_proportion_per_head_layer_18_head_22,300
bas,bos_attention_proportion_per_head_layer_18_head_23,300
bas,bos_attention_proportion_per_head_layer_18_head_24,300
bas,bos_attention_proportion_per_head_layer_18_head_25,300
bas,bos_attention_proportion_per_head_layer_18_head_26,300
bas,bos_attention_proportion_per_head_layer_18_head_27,300
bas,bos_attention_proportion_per_head_layer_18_head_28,300
bas,bos_attention_proportion_per_head_layer_18_head_29,300
bas,bos_attention_proportion_per_head_layer_18_head_3,300
bas,bos_attention_proportion_per_head_layer_18_head_30,300
bas,bos_attention_proportion_per_head_layer_18_head_31,300
bas,bos_attention_proportion_per_head_layer_18_head_4,300
bas,bos_attention_proportion_per_head_layer_18_head_5,300
bas,bos_attention_proportion_per_head_layer_18_head_6,300
bas,bos_attention_proportion_per_head_layer_18_head_7,300
bas,bos_attention_proportion_per_head_layer_18_head_8,300
bas,bos_attention_proportion_per_head_layer_18_head_9,300
bas,bos_attention_proportion_per_head_layer_19_head_0,300
bas,bos_attention_proportion_per_head_layer_19_head_1,300
bas,bos_attention_proportion_per_head_layer_19_head_10,300
bas,bos_attention_proportion_per_head_layer_19_head_11,300
bas,bos_attention_proportion_per_head_layer_19_head_12,300
bas,bos_attention_proportion_per_head_layer_19_head_13,300
bas,bos_attention_proportion_per_head_layer_19_head_14,300
bas,bos_attention_proportion_per_head_layer_19_head_15,300
bas,bos_attention_proportion_per_head_layer_19_head_16,300
bas,bos_attention_proportion_per_head_layer_19_head_17,300
bas,bos_attention_proportion_per_head_layer_19_head_18,300
bas,bos_attention_proportion_per_head_layer_19_head_19,300
bas,bos_attention_proportion_per_head_layer_19_head_2,300
bas,bos_attention_proportion_per_head_layer_19_head_20,300
bas,bos_attention_proportion_per_head_layer_19_head_21,300
bas,bos_attention_proportion_per_head_layer_19_head_22,300
bas,bos_attention_proportion_per_head_layer_19_head_23,300
bas,bos_attention_proportion_per_head_layer_19_head_24,300
bas,bos_attention_proportion_per_head_layer_19_head_25,300
bas,bos_attention_proportion_per_head_layer_19_head_26,300
bas,bos_attention_proportion_per_head_layer_19_head_27,300
bas,bos_attention_proportion_per_head_layer_19_head_28,300
bas,bos_attention_proportion_per_head_layer_19_head_29,300
bas,bos_attention_proportion_per_head_layer_19_head_3,300
bas,bos_attention_proportion_per_head_layer_19_head_30,300
bas,bos_attention_proportion_per_head_layer_19_head_31,300
bas,bos_attention_proportion_per_head_layer_19_head_4,300
bas,bos_attention_proportion_per_head_layer_19_head_5,300
bas,bos_attention_proportion_per_head_layer_19_head_6,300
bas,bos_attention_proportion_per_head_layer_19_head_7,300
bas,bos_attention_proportion_per_head_layer_19_head_8,300
bas,bos_attention_proportion_per_head_layer_19_head_9,300
bas,bos_attention_proportion_per_head_layer_1_head_0,300
bas,bos_attention_proportion_per_head_layer_1_head_1,300
bas,bos_attention_proportion_per_head_layer_1_head_10,300
bas,bos_attention_proportion_per_head_layer_1_head_11,300
bas,bos_attention_proportion_per_head_layer_1_head_12,300
bas,bos_attention_proportion_per_head_layer_1_head_13,300
bas,bos_attention_proportion_per_head_layer_1_head_14,300
bas,bos_attention_proportion_per_head_layer_1_head_15,300
bas,bos_attention_proportion_per_head_layer_1_head_16,300
bas,bos_attention_proportion_per_head_layer_1_head_17,300
bas,bos_attention_proportion_per_head_layer_1_head_18,300
bas,bos_attention_proportion_per_head_layer_1_head_19,300
bas,bos_attention_proportion_per_head_layer_1_head_2,300
bas,bos_attention_proportion_per_head_layer_1_head_20,300
bas,bos_attention_proportion_per_head_layer_1_head_21,300
bas,bos_attention_proportion_per_head_layer_1_head_22,300
bas,bos_attention_proportion_per_head_layer_1_head_23,300
bas,bos_attention_proportion_per_head_layer_1_head_24,300
bas,bos_attention_proportion_per_head_layer_1_head_25,300
bas,bos_attention_proportion_per_head_layer_1_head_26,300
bas,bos_attention_proportion_per_head_layer_1_head_27,300
bas,bos_attention_proportion_per_head_layer_1_head_28,300
bas,bos_attention_proportion_per_head_layer_1_head_29,300
bas,bos_attention_proportion_per_head_layer_1_head_3,300
bas,bos_attention_proportion_per_head_layer_1_head_30,300
bas,bos_attention_proportion_per_head_layer_1_head_31,300
bas,bos_attention_proportion_per_head_layer_1_head_4,300
bas,bos_attention_proportion_per_head_layer_1_head_5,300
bas,bos_attention_proportion_per_head_layer_1_head_6,300
bas,bos_attention_proportion_per_head_layer_1_head_7,300
bas,bos_attention_proportion_per_head_layer_1_head_8,300
bas,bos_attention_proportion_per_head_layer_1_head_9,300
bas,bos_attention_proportion_per_head_layer_20_head_0,300
bas,bos_attention_proportion_per_head_layer_20_head_1,300
bas,bos_attention_proportion_per_head_layer_20_head_10,300
bas,bos_attention_proportion_per_head_layer_20_head_11,300
bas,bos_attention_proportion_per_head_layer_20_head_12,300
bas,bos_attention_proportion_per_head_layer_20_head_13,300
bas,bos_attention_proportion_per_head_layer_20_head_14,300
bas,bos_attention_proportion_per_head_layer_20_head_15,300
bas,bos_attention_proportion_per_head_layer_20_head_16,300
bas,bos_attention_proportion_per_head_layer_20_head_17,300
bas,bos_attention_proportion_per_head_layer_20_head_18,300
bas,bos_attention_proportion_per_head_layer_20_head_19,300
bas,bos_attention_proportion_per_head_layer_20_head_2,300
bas,bos_attention_proportion_per_head_layer_20_head_20,300
bas,bos_attention_proportion_per_head_layer_20_head_21,300
bas,bos_attention_proportion_per_head_layer_20_head_22,300
bas,bos_attention_proportion_per_head_layer_20_head_23,300
bas,bos_attention_proportion_per_head_layer_20_head_24,300
bas,bos_attention_proportion_per_head_layer_20_head_25,300
bas,bos_attention_proportion_per_head_layer_20_head_26,300
bas,bos_attention_proportion_per_head_layer_20_head_27,300
bas,bos_attention_proportion_per_head_layer_20_head_28,300
bas,bos_attention_proportion_per_head_layer_20_head_29,300
bas,bos_attention_proportion_per_head_layer_20_head_3,300
bas,bos_attention_proportion_per_head_layer_20_head_30,300
bas,bos_attention_proportion_per_head_layer_20_head_31,300
bas,bos_attention_proportion_per_head_layer_20_head_4,300
bas,bos_attention_proportion_per_head_layer_20_head_5,300
bas,bos_attention_proportion_per_head_layer_20_head_6,300
bas,bos_attention_proportion_per_head_layer_20_head_7,300
bas,bos_attention_proportion_per_head_layer_20_head_8,300
bas,bos_attention_proportion_per_head_layer_20_head_9,300
bas,bos_attention_proportion_per_head_layer_21_head_0,300
bas,bos_attention_proportion_per_head_layer_21_head_1,300
bas,bos_attention_proportion_per_head_layer_21_head_10,300
bas,bos_attention_proportion_per_head_layer_21_head_11,300
bas,bos_attention_proportion_per_head_layer_21_head_12,300
bas,bos_attention_proportion_per_head_layer_21_head_13,300
bas,bos_attention_proportion_per_head_layer_21_head_14,300
bas,bos_attention_proportion_per_head_layer_21_head_15,300
bas,bos_attention_proportion_per_head_layer_21_head_16,300
bas,bos_attention_proportion_per_head_layer_21_head_17,300
bas,bos_attention_proportion_per_head_layer_21_head_18,300
bas,bos_attention_proportion_per_head_layer_21_head_19,300
bas,bos_attention_proportion_per_head_layer_21_head_2,300
bas,bos_attention_proportion_per_head_layer_21_head_20,300
bas,bos_attention_proportion_per_head_layer_21_head_21,300
bas,bos_attention_proportion_per_head_layer_21_head_22,300
bas,bos_attention_proportion_per_head_layer_21_head_23,300
bas,bos_attention_proportion_per_head_layer_21_head_24,300
bas,bos_attention_proportion_per_head_layer_21_head_25,300
bas,bos_attention_proportion_per_head_layer_21_head_26,300
bas,bos_attention_proportion_per_head_layer_21_head_27,300
bas,bos_attention_proportion_per_head_layer_21_head_28,300
bas,bos_attention_proportion_per_head_layer_21_head_29,300
bas,bos_attention_proportion_per_head_layer_21_head_3,300
bas,bos_attention_proportion_per_head_layer_21_head_30,300
bas,bos_attention_proportion_per_head_layer_21_head_31,300
bas,bos_attention_proportion_per_head_layer_21_head_4,300
bas,bos_attention_proportion_per_head_layer_21_head_5,300
bas,bos_attention_proportion_per_head_layer_21_head_6,300
bas,bos_attention_proportion_per_head_layer_21_head_7,300
bas,bos_attention_proportion_per_head_layer_21_head_8,300
bas,bos_attention_proportion_per_head_layer_21_head_9,300
bas,bos_attention_proportion_per_head_layer_22_head_0,300
bas,bos_attention_proportion_per_head_layer_22_head_1,300
bas,bos_attention_proportion_per_head_layer_22_head_10,300
bas,bos_attention_proportion_per_head_layer_22_head_11,300
bas,bos_attention_proportion_per_head_layer_22_head_12,300
bas,bos_attention_proportion_per_head_layer_22_head_13,300
bas,bos_attention_proportion_per_head_layer_22_head_14,300
bas,bos_attention_proportion_per_head_layer_22_head_15,300
bas,bos_attention_proportion_per_head_layer_22_head_16,300
bas,bos_attention_proportion_per_head_layer_22_head_17,300
bas,bos_attention_proportion_per_head_layer_22_head_18,300
bas,bos_attention_proportion_per_head_layer_22_head_19,300
bas,bos_attention_proportion_per_head_layer_22_head_2,300
bas,bos_attention_proportion_per_head_layer_22_head_20,300
bas,bos_attention_proportion_per_head_layer_22_head_21,300
bas,bos_attention_proportion_per_head_layer_22_head_22,300
bas,bos_attention_proportion_per_head_layer_22_head_23,300
bas,bos_attention_proportion_per_head_layer_22_head_24,300
bas,bos_attention_proportion_per_head_layer_22_head_25,300
bas,bos_attention_proportion_per_head_layer_22_head_26,300
bas,bos_attention_proportion_per_head_layer_22_head_27,300
bas,bos_attention_proportion_per_head_layer_22_head_28,300
bas,bos_attention_proportion_per_head_layer_22_head_29,300
bas,bos_attention_proportion_per_head_layer_22_head_3,300
bas,bos_attention_proportion_per_head_layer_22_head_30,300
bas,bos_attention_proportion_per_head_layer_22_head_31,300
bas,bos_attention_proportion_per_head_layer_22_head_4,300
bas,bos_attention_proportion_per_head_layer_22_head_5,300
bas,bos_attention_proportion_per_head_layer_22_head_6,300
bas,bos_attention_proportion_per_head_layer_22_head_7,300
bas,bos_attention_proportion_per_head_layer_22_head_8,300
bas,bos_attention_proportion_per_head_layer_22_head_9,300
bas,bos_attention_proportion_per_head_layer_23_head_0,300
bas,bos_attention_proportion_per_head_layer_23_head_1,300
bas,bos_attention_proportion_per_head_layer_23_head_10,300
bas,bos_attention_proportion_per_head_layer_23_head_11,300
bas,bos_attention_proportion_per_head_layer_23_head_12,300
bas,bos_attention_proportion_per_head_layer_23_head_13,300
bas,bos_attention_proportion_per_head_layer_23_head_14,300
bas,bos_attention_proportion_per_head_layer_23_head_15,300
bas,bos_attention_proportion_per_head_layer_23_head_16,300
bas,bos_attention_proportion_per_head_layer_23_head_17,300
bas,bos_attention_proportion_per_head_layer_23_head_18,300
bas,bos_attention_proportion_per_head_layer_23_head_19,300
bas,bos_attention_proportion_per_head_layer_23_head_2,300
bas,bos_attention_proportion_per_head_layer_23_head_20,300
bas,bos_attention_proportion_per_head_layer_23_head_21,300
bas,bos_attention_proportion_per_head_layer_23_head_22,300
bas,bos_attention_proportion_per_head_layer_23_head_23,300
bas,bos_attention_proportion_per_head_layer_23_head_24,300
bas,bos_attention_proportion_per_head_layer_23_head_25,300
