concept,component,selection_count
bas,bos_attention_proportion_per_head_layer_6_head_6,102
bas,bos_attention_proportion_per_head_layer_7_head_27,102
bas,bos_attention_proportion_per_head_layer_8_head_27,102
bas,bos_attention_proportion_per_head_layer_9_head_27,102
bas,bos_attention_proportion_per_head_layer_10_head_27,99
bas,bos_attention_proportion_per_head_layer_11_head_26,99
bas,bos_attention_proportion_per_head_layer_11_head_5,99
bas,bos_attention_proportion_per_head_layer_22_head_24,99
bas,bos_attention_proportion_per_head_layer_30_head_10,99
bas,bos_attention_proportion_per_head_layer_5_head_5,99
bas,bos_attention_proportion_per_head_layer_10_head_10,96
bas,bos_attention_proportion_per_head_layer_15_head_7,96
bas,bos_attention_proportion_per_head_layer_17_head_29,96
bas,bos_attention_proportion_per_head_layer_1_head_10,96
bas,bos_attention_proportion_per_head_layer_29_head_3,96
bas,bos_attention_proportion_per_head_layer_4_head_12,96
bas,bos_attention_proportion_per_head_layer_8_head_19,96
bas,bos_attention_proportion_per_head_layer_10_head_23,93
bas,bos_attention_proportion_per_head_layer_21_head_23,93
bas,bos_attention_proportion_per_head_layer_2_head_17,93
bas,bos_attention_proportion_per_head_layer_6_head_20,93
bas,bos_attention_proportion_per_head_layer_7_head_13,93
bas,bos_attention_proportion_per_head_layer_11_head_23,90
bas,bos_attention_proportion_per_head_layer_18_head_12,90
bas,bos_attention_proportion_per_head_layer_23_head_15,90
bas,bos_attention_proportion_per_head_layer_26_head_7,90
bas,bos_attention_proportion_per_head_layer_2_head_19,90
bas,bos_attention_proportion_per_head_layer_31_head_15,90
bas,bos_attention_proportion_per_head_layer_3_head_25,90
bas,bos_attention_proportion_per_head_layer_4_head_9,90
bas,bos_attention_proportion_per_head_layer_18_head_17,87
bas,bos_attention_proportion_per_head_layer_21_head_14,87
bas,bos_attention_proportion_per_head_layer_22_head_26,87
bas,bos_attention_proportion_per_head_layer_29_head_25,87
bas,bos_attention_proportion_per_head_layer_10_head_21,84
bas,bos_attention_proportion_per_head_layer_11_head_31,84
bas,bos_attention_proportion_per_head_layer_25_head_8,84
bas,bos_attention_proportion_per_head_layer_26_head_14,84
bas,bos_attention_proportion_per_head_layer_29_head_2,84
bas,bos_attention_proportion_per_head_layer_8_head_14,84
bas,bos_attention_proportion_per_head_layer_9_head_18,84
bas,bos_attention_proportion_per_head_layer_10_head_4,81
bas,bos_attention_proportion_per_head_layer_11_head_30,81
bas,bos_attention_proportion_per_head_layer_20_head_11,81
bas,bos_attention_proportion_per_head_layer_24_head_2,81
bas,bos_attention_proportion_per_head_layer_29_head_23,81
bas,bos_attention_proportion_per_head_layer_30_head_16,81
bas,bos_attention_proportion_per_head_layer_14_head_5,78
bas,bos_attention_proportion_per_head_layer_30_head_19,78
bas,bos_attention_proportion_per_head_layer_5_head_6,78
bas,bos_attention_proportion_per_head_layer_16_head_14,75
bas,bos_attention_proportion_per_head_layer_21_head_7,75
bas,bos_attention_proportion_per_head_layer_24_head_6,75
bas,bos_attention_proportion_per_head_layer_28_head_17,75
bas,bos_attention_proportion_per_head_layer_8_head_18,75
bas,bos_attention_proportion_per_head_layer_11_head_11,72
bas,bos_attention_proportion_per_head_layer_22_head_3,72
bas,bos_attention_proportion_per_head_layer_28_head_11,72
bas,bos_attention_proportion_per_head_layer_2_head_25,72
bas,bos_attention_proportion_per_head_layer_7_head_4,72
bas,bos_attention_proportion_per_head_layer_13_head_9,69
bas,bos_attention_proportion_per_head_layer_14_head_31,69
bas,bos_attention_proportion_per_head_layer_20_head_31,69
bas,bos_attention_proportion_per_head_layer_4_head_28,69
bas,bos_attention_proportion_per_head_layer_9_head_7,69
bas,bos_attention_proportion_per_head_layer_15_head_24,66
bas,bos_attention_proportion_per_head_layer_20_head_20,66
bas,bos_attention_proportion_per_head_layer_20_head_30,66
bas,bos_attention_proportion_per_head_layer_22_head_8,66
bas,bos_attention_proportion_per_head_layer_3_head_1,66
bas,bos_attention_proportion_per_head_layer_8_head_17,66
bas,bos_attention_proportion_per_head_layer_0_head_8,63
bas,bos_attention_proportion_per_head_layer_12_head_14,63
bas,bos_attention_proportion_per_head_layer_16_head_26,63
bas,bos_attention_proportion_per_head_layer_1_head_8,63
bas,bos_attention_proportion_per_head_layer_22_head_7,63
bas,bos_attention_proportion_per_head_layer_24_head_15,63
bas,bos_attention_proportion_per_head_layer_28_head_16,63
bas,bos_attention_proportion_per_head_layer_5_head_19,63
bas,bos_attention_proportion_per_head_layer_5_head_30,63
bas,bos_attention_proportion_per_head_layer_0_head_21,60
bas,bos_attention_proportion_per_head_layer_14_head_3,60
bas,bos_attention_proportion_per_head_layer_20_head_28,60
bas,bos_attention_proportion_per_head_layer_26_head_0,60
bas,bos_attention_proportion_per_head_layer_6_head_26,60
bas,bos_attention_proportion_per_head_layer_0_head_16,57
bas,bos_attention_proportion_per_head_layer_17_head_11,57
bas,bos_attention_proportion_per_head_layer_18_head_27,57
bas,bos_attention_proportion_per_head_layer_1_head_27,57
bas,bos_attention_proportion_per_head_layer_23_head_29,57
bas,bos_attention_proportion_per_head_layer_24_head_9,57
bas,bos_attention_proportion_per_head_layer_27_head_14,57
bas,bos_attention_proportion_per_head_layer_28_head_5,57
bas,bos_attention_proportion_per_head_layer_3_head_22,57
bas,bos_attention_proportion_per_head_layer_4_head_25,57
bas,bos_attention_proportion_per_head_layer_0_head_25,54
bas,bos_attention_proportion_per_head_layer_15_head_26,54
bas,bos_attention_proportion_per_head_layer_16_head_2,54
bas,bos_attention_proportion_per_head_layer_26_head_12,54
bas,bos_attention_proportion_per_head_layer_28_head_31,54
bas,bos_attention_proportion_per_head_layer_4_head_10,54
bas,bos_attention_proportion_per_head_layer_0_head_10,51
bas,bos_attention_proportion_per_head_layer_0_head_12,51
bas,bos_attention_proportion_per_head_layer_10_head_5,51
bas,bos_attention_proportion_per_head_layer_12_head_22,51
bas,bos_attention_proportion_per_head_layer_15_head_3,51
bas,bos_attention_proportion_per_head_layer_25_head_0,51
bas,bos_attention_proportion_per_head_layer_28_head_27,51
bas,bos_attention_proportion_per_head_layer_5_head_20,51
bas,bos_attention_proportion_per_head_layer_6_head_21,51
bas,bos_attention_proportion_per_head_layer_0_head_17,48
bas,bos_attention_proportion_per_head_layer_16_head_19,48
bas,bos_attention_proportion_per_head_layer_17_head_1,48
bas,bos_attention_proportion_per_head_layer_22_head_20,48
bas,bos_attention_proportion_per_head_layer_23_head_30,48
bas,bos_attention_proportion_per_head_layer_31_head_26,48
bas,bos_attention_proportion_per_head_layer_3_head_14,48
bas,bos_attention_proportion_per_head_layer_4_head_3,48
bas,bos_attention_proportion_per_head_layer_6_head_30,48
bas,bos_attention_proportion_per_head_layer_10_head_28,45
bas,bos_attention_proportion_per_head_layer_22_head_21,45
bas,bos_attention_proportion_per_head_layer_24_head_27,45
bas,bos_attention_proportion_per_head_layer_0_head_13,42
bas,bos_attention_proportion_per_head_layer_10_head_17,42
bas,bos_attention_proportion_per_head_layer_16_head_1,42
bas,bos_attention_proportion_per_head_layer_18_head_30,42
bas,bos_attention_proportion_per_head_layer_24_head_30,42
bas,bos_attention_proportion_per_head_layer_29_head_17,42
bas,bos_attention_proportion_per_head_layer_4_head_2,42
bas,bos_attention_proportion_per_head_layer_5_head_2,42
bas,bos_attention_proportion_per_head_layer_6_head_2,42
bas,bos_attention_proportion_per_head_layer_0_head_2,39
bas,bos_attention_proportion_per_head_layer_13_head_23,39
bas,bos_attention_proportion_per_head_layer_14_head_23,39
bas,bos_attention_proportion_per_head_layer_18_head_19,39
bas,bos_attention_proportion_per_head_layer_21_head_8,39
bas,bos_attention_proportion_per_head_layer_30_head_17,39
bas,bos_attention_proportion_per_head_layer_30_head_7,39
bas,bos_attention_proportion_per_head_layer_11_head_8,36
bas,bos_attention_proportion_per_head_layer_18_head_6,36
bas,bos_attention_proportion_per_head_layer_21_head_5,36
bas,bos_attention_proportion_per_head_layer_23_head_11,36
bas,bos_attention_proportion_per_head_layer_25_head_13,36
bas,bos_attention_proportion_per_head_layer_28_head_15,36
bas,bos_attention_proportion_per_head_layer_6_head_27,36
bas,bos_attention_proportion_per_head_layer_7_head_23,36
bas,bos_attention_proportion_per_head_layer_11_head_12,33
bas,bos_attention_proportion_per_head_layer_19_head_4,33
bas,bos_attention_proportion_per_head_layer_21_head_19,33
bas,bos_attention_proportion_per_head_layer_22_head_11,33
bas,bos_attention_proportion_per_head_layer_24_head_16,33
bas,bos_attention_proportion_per_head_layer_25_head_15,33
bas,bos_attention_proportion_per_head_layer_26_head_3,33
bas,bos_attention_proportion_per_head_layer_27_head_13,33
bas,bos_attention_proportion_per_head_layer_28_head_19,33
bas,bos_attention_proportion_per_head_layer_2_head_18,33
bas,bos_attention_proportion_per_head_layer_31_head_29,33
bas,bos_attention_proportion_per_head_layer_8_head_29,33
bas,bos_attention_proportion_per_head_layer_9_head_24,33
bas,bos_attention_proportion_per_head_layer_0_head_15,30
bas,bos_attention_proportion_per_head_layer_0_head_9,30
bas,bos_attention_proportion_per_head_layer_12_head_26,30
bas,bos_attention_proportion_per_head_layer_13_head_1,30
bas,bos_attention_proportion_per_head_layer_16_head_21,30
bas,bos_attention_proportion_per_head_layer_17_head_24,30
bas,bos_attention_proportion_per_head_layer_19_head_8,30
bas,bos_attention_proportion_per_head_layer_1_head_4,30
bas,bos_attention_proportion_per_head_layer_21_head_15,30
bas,bos_attention_proportion_per_head_layer_21_head_28,30
bas,bos_attention_proportion_per_head_layer_24_head_28,30
bas,bos_attention_proportion_per_head_layer_25_head_6,30
bas,bos_attention_proportion_per_head_layer_26_head_31,30
bas,bos_attention_proportion_per_head_layer_27_head_1,30
bas,bos_attention_proportion_per_head_layer_29_head_9,30
bas,bos_attention_proportion_per_head_layer_30_head_30,30
bas,bos_attention_proportion_per_head_layer_4_head_5,30
bas,bos_attention_proportion_per_head_layer_0_head_20,27
bas,bos_attention_proportion_per_head_layer_0_head_26,27
bas,bos_attention_proportion_per_head_layer_14_head_0,27
bas,bos_attention_proportion_per_head_layer_17_head_19,27
bas,bos_attention_proportion_per_head_layer_3_head_16,27
bas,bos_attention_proportion_per_head_layer_5_head_27,27
bas,bos_attention_proportion_per_head_layer_6_head_0,27
bas,bos_attention_proportion_per_head_layer_12_head_2,24
bas,bos_attention_proportion_per_head_layer_14_head_2,24
bas,bos_attention_proportion_per_head_layer_14_head_4,24
bas,bos_attention_proportion_per_head_layer_1_head_21,24
bas,bos_attention_proportion_per_head_layer_23_head_24,24
bas,bos_attention_proportion_per_head_layer_27_head_12,24
bas,bos_attention_proportion_per_head_layer_27_head_16,24
bas,bos_attention_proportion_per_head_layer_27_head_2,24
